title	true
POLICE DEPT CANCELS “HIGH-FIVE” A COP At Elementary School Over Concerns Of Offending “Undocumented Children…Kids Of Color”	0
CNN FIRES BLACK DEM Party Chair: New Wikileaks Email Exposes SECOND Question Donna Brazile Gave To Crooked Hillary In Advance Of Debate	0
Turkish PM calls Rohingya killings in Myanmar 'genocide'	1
ARRESTED: MUSLIM US ARMY VET Charged With Plotting Terror Attack In US On Behalf Of ISIS	0
Iran deal's foes in U.S. Congress may be its unlikely saviors	1
Potential New Hampshire spoiler Kasich could pose threat to Rubio  	1
JESUS CHRIST IS STRIPPED From Christmas Celebrations In U.S. Schools, While MN Public School Students Sing “Allahu Akbar” At “Holiday” Concert	0
 Beyonce Makes Powerful Statement About Police Shootings: ‘We Are Sick And Tired’ (VIDEO)	0
Georgia congressman being eyed for top Trump health post: Politico	1
Key House Republican expects to see revised healthcare plan within 24 hours	1
YIKES! Is Something Big About To Happen? Michelle Obama Erases Any Trace Of Hillary From Twitter Account	0
 George Takei Has PERFECT Response To Trump’s Demand That ‘Hamilton’ Apologize To Mike Pence	0
Italy's 5-Star sheds anti-EU image, calls for reform	1
Obama budget envisions $2.9 trillion in 10-year deficit reduction 	1
Obama Commuted Manning’s Sentence	0
U.S. lawmaker urges Saudi arms sales halt, cites possible Yemen 'war crimes'	1
 WHOOPS: Right-Wing Spy Caught By Democratic Senate Campaign	0
U.S waives Jones Act to secure fuel for hurricane responders	1
Pope decries 'irrational' attitude towards nuclear weapons	1
OOPS! #DEPLORABLE HILLARY JUST GOT BUSTED Offending Half Of Her Base: Called Bernie Sanders Supporters Basement Dwellers [VIDEO]	0
 Trump Threatens To ‘Change Libel Laws’ To Sue People Who Criticize Him In Twitter Meltdown	0
Despite expected U.S. troop hike, no end in sight to Afghan war	1
Why This New Book By Lib Writer And Radio Host Will Send Shock Waves Through The Democrat Party	0
DNC PAY TO PLAY LIST REVEALED: Federal Positions Awarded To Donors Including Commie Jeh Johnson	0
THE STUNNING LIST Of Barack Obama’s “Firsts”	0
NJ GOV #ChrisChristie Busted On Beach After Closing It To The Public…SOCIAL MEDIA GOES CRAZY	0
 Stunning New Poll Reveals Global Opinion Of Donald Trump, This Is Unprecedented (IMAGES)	0
LEAKED: Hillary Drunk In The Afternoon…Needs To “Sober Up Some”	0
China says not devaluing yuan, urges U.S. cooperation as Xi prepares to meet Trump	1
BRITISH ACTRESS NAILS IT: Do you think ISIS cares about “pathetic hashtags, prayers or candles”?…”Stop waiting to be SLAUGHTERED and DEMAND our leaders DO something!” [VIDEO]	0
Romania senate backs bill seen in West as threat to judiciary	1
 WATCH: Trump Supporters Believe These BIZARRE Campaign Ads Are Real (VIDEO)	0
Putin says Russia hopes to broaden cooperation with U.S.	1
Mnuchin warns of tax reform delay following healthcare setback: FT	1
Don't blame our sanctions, U.S. tells nervous Iran investors	1
 Trump Goes ‘Home’ To Trump Tower After Racism Condemnation, IMMEDIATELY Retweets Alt-Right Leader	0
ALL ABOARD THE SHARIA LAW TRAIN: Germany Announces They Will Now Have Female ONLY Sections	0
U.S. envoy slams Russia for bid to shield Iran from IAEA inspections	1
In Trump We Trust: Inauguration prompts celebration in Russia	1
 Cosmetic Company Posts Pic Of Black Woman’s Lips, Racist Trolls Explode (IMAGES)	0
Surge in U.S. Latino vote could be elusive in presidential election: survey	1
 Birmingham Tells Alabama GOP To Go F**k Themselves, Passes Highest Minimum Wage In The South	0
 #PresidentObamaNotBarry Protests Blatant Racism Against Obama, Righties Still Make It About Them	0
Trump attacks on fired FBI chief meet resistance; Russia probe proceeds	1
Judge raises doubts over suit against Trump on foreign payments	1
WATCH YOUNG TEENAGE THUGS AS THEY ROB FEMALE REPORTER Filming #BaltimoreRiots	0
Bill on tallying up regulation costs wins U.S. financial industry backing	1
WAKE UP! GEORGE SOROS “Drastically Ramps Up” Effort To Destroy America	0
STUNNING DISREGARD FOR LAW: 11 CA Counties Have More Registered Voters Than Voting Age Citizens…Look Who They Voted For In Last Election	0
Factbox: Why the Zika virus is causing alarm	1
Seven email chains from Clinton server contain 'top secret' material: AP	1
ARIZONA BIKERS ARE ABOUT To Become Violent “Dreamers” Worst Nightmare At Upcoming Phoenix Trump Rally	0
Incensed over refugees, east Germans punish easterner Merkel	1
WATCH WHAT HAPPENS WHEN COLLEGE STUDENTS ARE ASKED “Are you ready for Hillary”	0
 GOP Calls In Thugs To Stop Clinton From Winning Key Swing State	0
Nine Republican senators urge Trump to pursue tough Russia policy	1
 Trump Junior TOTALLY Staged This Awkward Photo For The NYT, And Twitter Loves It	0
Irish Deputy PM resists calls to resign, says tribunal will judge conduct	1
U.S. asks U.N. to blacklist 10 ships over banned North Korea cargo	1
Obama, Trudeau mark better Canada ties with climate, trade accords	1
 Buy American? Even Trump’s MAGA Gear Is Sold Via Canada, Not America	0
Islamic State cleared from Syria's Raqqa: monitor	1
Trump spends more time than predecessors in White House bubble	1
Hammond says UK 'very close' to deal on EU citizens' rights	1
Investors gird for impact of Trump healthcare measures	1
 Planned Parenthood Shooter Speaks Out, Sounds Like GOP Candidate	0
 2015 Broke A New Climate Change Record And It’s Bad News For The Planet	0
Ethnic clash in Nigeria leaves four police officers dead: official	1
UNREAL! ELDERLY HISPANIC TRUMP SUPPORTER Pepper Sprayed By Liberal Thug [Video]	0
 Oregon Militia Terrorist: I’ll Die Before I Let The Feds Arrest Me (VIDEO)	0
Trump team will receive first Pentagon briefing on Friday: Pentagon spokesman	1
LONDON’S MUSLIM MAYOR DEMANDS MORE POWER: “On behalf of all Londoners, I am demanding more autonomy for the capital – right now”	0
Trump urges Alabama voters to back Roy Moore	1
May calls for Brexit talks progress at EU summit	1
Marco Rubio emerges as champion of battered Republican establishment	1
Thousands rally in Philippines, warn of Duterte 'dictatorship'	1
Trump booster apologizes for Clinton 'blackface' tweet	1
THIS ISN’T OBAMA’S AMERICA ANYMORE! Women’s March Leader, Convicted Palestinian Terrorist STRIPPED Of U.S. Citizenship…Will Be DEPORTED	0
 That Time Mike Pence Begged Congress Not To Fund Hurricane Katrina Relief (VIDEO)	0
China calls for restraint when asked about North Korea hydrogen bomb threat	1
MSF says closing most cholera centers in Yemen as epidemic wanes	1
EU lawmakers propose cuts in aid to Turkey tied to membership bid	1
 Trump Embarrasses America Again, Lets Ivanka Take His Place At G-20 Summit	0
 Elizabeth Warren SHATTERS Republican Effort To Thwart Obama SCOTUS Pick	0
 ‘DO SOMETHING!’: Trump Panics As Mueller’s Investigation Closes In On Him	0
CEO Who Threatened To Kill Trump With Sniper Rifle Says Life Has Been Turned Upside Down [VIDEO]	0
 President Obama Smacks Down GOP Attempt To Let Wall Street Defraud Seniors	0
UPDATE: 12 STATES NOW Giving Obama Middle Finger On UNLAWFUL Transgender Bathroom Decree	0
Putin, after meeting South Korean leader, calls for talks on North Korea crisis	1
Senate confirms Trump's pick for Homeland Security secretary	1
"Putin says Poland should ""grow up"" and stop blaming Moscow for air crash"	1
Scotland sees progress in Brexit talks with London but still objects to bill	1
 Trump Delivers Bizarre Theory About Fire Marshal Trying To Keep His Rally Safe (VIDEO)	0
Mexico president agrees with Trump on 'convenience' of not ending NAFTA	1
WHOA! BREAKING NEWS: CNN Producer Caught On Undercover Tape Admitting Trump-Russia Coverage Is BULLSH*T…”President Is Right To Say You Are ‘Witch Hunting’ Me” (VIDEO)	0
Japan ruling coalition seen winning around two-thirds  majority: Kyodo	1
WHITE WASHED? Trump Claims Classified JFK Files Will Be Released, Reigniting Conspiracy Suspicions	0
Trump's FBI comments to Russians were aimed at cooperation: aides	1
US-UK DIRTY WAR: ‘Latin American-style’ Death Squads in Iraq Revealed Through Chilcot	0
EU tells Britain to protect data or delete them after Brexit	1
U.S. Navy carrier drills with Japanese navy amid North Korean tension	1
HEARTLESS DEMOCRATS Invite Illegals To Taunt Trump During Policy Speech While Trump’s Guests, Parents Of Children Murdered By Illegal Aliens, Endure Their Hate	0
Trump has been playing a part, will become more presidential: adviser	1
UNIV Of WI Chancellor Contacts Police After Noticing Confederate Flag Displayed On Worker’s Truck On Campus	0
White House welcomes strong jobs data in potentially rule-violating tweets	1
HILARIOUS! TENNESSEE RESPONDS To California’s ‘Foolish’ Travel Ban: Keep Your ‘Unfounded Moral Judgment’ To Yourself	0
French military says coalition opposed IS withdrawal from Raqqa	1
Aboard rickety boats or swimming, over 750 Rohingya reach Bangladesh	1
Obama intends to brief, not lobby, Trump on policies: White House	1
Peru's Kuczynski urges people to accept Fujimori pardon and 'turn the page'	1
JIMMY KIMMEL: Republicans ‘Should Be Praying for God to Forgive Them’ For Las Vegas Massacre	0
U.S. military joins Brazil army exercises in Amazon	1
SHOULD SECRET SERVICE ARREST JOHNNY DEPP For Trump Assassination Comment After Court Docs Show Managers Say He ABUSED HIS WIFE?	0
 Former Classmates Slam Ted Cruz: He’s About As Telegenic As An Undertaker	0
WHY ISN’T MEDIA ASKING IF NYPD Cop-Killer and Hillary Supporter Was Influenced By Democrat Leaders, Black Lives Matter Anti-Cop Rhetoric?	0
Charlottesville schools, parents address children's fears after violence	1
 Democratic Leader Nancy Pelosi Demands Sessions Resign Over Russian Perjury	0
 Patton Oswalt To Bernie Fans: ‘You’re A F*cking Child’ If You Skip Voting Out Of Hatred For Hillary (TWEET)	0
ANOTHER NAIL IN DEM PARTY’S COFFIN: Trump Opens Line To Help Victims Of Crimes By Illegal Aliens…Left Mocks Victims…Shuts Down Line	0
Greek centrists elect alliance leader to boost popularity	1
FLASHBACK To 2014 WaPo Headline: “Obama Should Fire John Brennan” For Lying…Only One Year After James Clapper Was Caught Lying Under Oath	0
 Staffers INSIDE The White House Are Showing Us Just How MASSIVE An A** Trump Really Is (TWEETS)	0
EU, U.S. high-level meeting on laptop ban to be held next week	1
Indonesia demands answers after military chief denied U.S. entry	1
OBAMACARE PRIVACY PRACTICES IN QUESTION AS CRITICS VOICE CONCERNS	0
Pentagon's empty posts cause uncertainty for defense contractors	1
Cambodia's Hun Sen calls for closure of rights group founded by rival	1
HAS ESPN’S “Arthur Ashe Courage Award” BECOME THE GAY-TRANSGENDER AWARD?	0
UNREAL! HERE’S WHY OBAMA SAYS He Stopped Using the Term “Radical Islam” [Video]	0
#VeryFakeNews CNN BRAGS ABOUT RATINGS To President Trump On Twitter After CNN Producer Is Caught On Video Admitting Trump-Russia Stories Are Fake News…Only About The RATINGS!	0
 Trump Got An Eight-Year-Old American Girl Killed, Along With Other Children And Women	0
Zimbabwe voters need more time to register after turmoil: parties	1
EMBARRASSING: [VIDEO] DNC DINGBAT CAN’T TELL MSNBC HOST The Difference Between A Democrat And Socialist	0
Trump signs executive orders on manufacturing, infrastructure	1
Obama promises to veto bill that would block aircraft exports to Iran	1
Trump to nominate CFTC acting head Giancarlo as permanent chairman	1
IT BEGINS: Wisconsin Company First in US to Implant Microchips in Employees	0
 Lindsey Graham DEFENDS Obama, Drops BOMBSHELL On Trump That Will Destroy Him (VIDEO)	0
SHAMEFUL! AIR FORCE VETERAN Ousted From Colleague’s Retirement Ceremony For Reading Dedication To U.S. Flag?! [VIDEO]	0
Obama avoids pipeline comment but urges tribal sovereignty	1
Guess how leftists, millennials and ‘Black Lives Matter’ morons decided to celebrate the 4th of July?	0
 Major U.S. Government Official: Why I’d RESIGN If Trump Wins	0
EU leaders proclaim European social standards to woo voters	1
UK's Johnson in Iran talks to lobby for jailed aid worker	1
 You Won’t Believe Who Scalia Spent His Final Hours With	0
MUST WATCH VIDEO! HERE’S THE MOST IMPORTANT AND DANGEROUS Thing Obama And Clinton Have In Common	0
Trump's Supreme Court appointee Gorsuch plots rightward course	1
North Korea says ICBM test used new launch vehicle, showed successful warhead re-entry	1
Iran, EU and Russia defend nuclear deal after Trump threat	1
WOW! HERE’S THE LIST Of Obamacare Taxes Abolished By The House…Reduces Taxes By Over $1 TRILLION	0
Former Bush adviser Wolfowitz to vote for Clinton: Spiegel	1
EPISODE #4 – ON THE QT: ‘Julian vs Hillary’ (Part 1) @21WIRE.TV	0
Philippines set to keep open pit mining ban as Duterte rejects call to lift it	1
Catalan leader says not enough guarantees from Madrid to call election	1
 Republican Senator Gets Dragged For Going After Robert Mueller	0
 Clinton Skewers GOP Candidates After Muslim Vet Asks Her An Emotional Question (VIDEO)	0
Ground Zero Mosque Was NOT Defeated: Three Story Islamic Museum And Muslim Prayer Space Will Take Its Place [Video]	0
U.S. will stand be steadfast ally to Britain as Brexit takes shape: Tillerson	1
 Anonymous Just Took An Interest In Donald Trump’s Russian Lady Pee Saga (TWEETS)	0
Thousands of Tunisians protest against Trump's Jerusalem decision	1
 The White House Has Issued An Official Response To ‘Making A Murderer’ Petition For Release	0
JUST IN: Why Anchor #MattLauer Was Just Fired After Decades With NBC [Video]	0
Graphic: Supreme Court roundup	1
U.S. senators announce deal on self-driving car legislation	1
 Trump Forces Volunteers To Take This Creepy Unconstitutional Loyalty Pledge (IMAGES)	0
VOTE FOR A DEMOCRAT In This State…Get A Prize! Does Anyone Care That Democrats Are Stealing Our Election?	0
 WATCH: Republican Who Voted To Impeach Clinton Admits Trump Has Done Much Worse	0
U.S., Germany eye ways to deepen cyber collaboration	1
 Bombshell Reveals Nazi Connection To the Koch Brothers	0
JILL STEIN’S PA Vote Recount Effort Not Looking Good For Crooked Hillary	0
 Man Claims He Gave Trump A Golden Shower And He Has Evidence To Back It Up (VIDEO)	0
Airlines at Beirut implement measures in line with Trump travel ban - airport sources	1
MSNBC #FakeNews Fail: Desperate Rachel Maddow Springs Trump’s Tax Trap	0
 ‘Cards Against Humanity’ Maker Has Amazingly Annoying Way To Force GOPers To Hold Town Halls	0
Merkel looks secure for now despite coalition chaos	1
 Superhero Cop Shows Us All What A Good Police Officer Looks Like (IMAGES)	0
 One Of Trump’s ‘Very Fine People’ Extradited To Charlottesville After Brutal Assault	0
 Looks Like Mike Pence Is Gonna Go Down With The #TrumpRussia Ship (VIDEO)	0
Trump: 'No one really knows' how much tax plan would generate	1
WOW! TOMI LAHREN BLASTS Liberal Media For Trying To Label Conservative News As “Fake”…”Evolve Or DIE Mainstream Media” [VIDEO]	0
WATCH: LOUIE GOHMERT Wants LYING Democrat VA Governor McAuliffe Investigated For “Facilitating Violence” In Charlottesville	0
Treasury watchdog reviewing Mnuchin's solar eclipse trip	1
U.S. panel urges ban on China state firms buying U.S. companies	1
BREAKING: NO CHARGES For Police Officer In Shooting Death Of #KeithScott…Ex-Con Muslim Who Beat Wife, Kids, Previously Shot At Cops	0
Clinton weighed reinstating Glass-Steagall, Wikileaks emails show	1
Militants cross from Afghanistan, kill two Pakistani soldiers: army	1
 U.N. Report: Police Killings Of Black Men In U.S. Is ‘Human Rights Crisis’ Reminiscent Of Lynching	0
U.S. judge to look into Giuliani, Mukasey's role in sanctions case	1
WOW! IS SEAN HANNITY’S Job With FOX News In Jeopardy Over Seth Rich Investigation?	0
BLACK LIVES MATTER ACTIVIST Obama Invited To White House Charged With PIMPING Teenage Girl…Blames Conservatives “Trolls”	0
U.S. sanctions 13 Chinese and North Korean organizations	1
HERE YOU GO: HILLARY’S E-MAILS FOR YOUR READING PLEASURE	0
 That Constitution The Bundy Terrorists Tote Around Is A Perverted Version Of The Real Thing (VIDEO)	0
Indian military helicopter crashes near China border, seven dead	1
U.S. may need new law to address Russian ad buys on Facebook: senator	1
 ‘Responsible’ Gun Owner Tries To 2nd Amendment A CHILD Because Of Fireworks	0
German ban on Islamist group True Religion confirmed as complaints dropped	1
Once credited with Trump's success, Bannon quickly fell from grace	1
ARE SENATOR AL FRANKEN and REP JOHN CONYERS Being Sacrificed By The Democrat Party For A Much Larger Goal?	0
BREAKING: At Least 14 US Coalition Military Officers Captured by Syrian Special Forces in East Aleppo Bunker	0
Boiler Room #64 – GLADIO! Come Out and Play!	0
Mexico calls Trump wall plan 'outrageous' after visit	1
Tunisia's Chahed names new cabinet after tensions	1
Saudi Arabia and Arab allies push for unity against Iran, Hezbollah meddling	1
Factbox: A report card on Donald Trump's first 100 days	1
ANGRY Venezuelans CHASE Their President…Bang On Pots And Yell [Video]	0
 Did Hillary Clinton Seriously Criticize Bernie Sanders’ Grandchildren? (VIDEO)	0
STUNNING: OBAMA PREACHES Value Of Communism To Italian Audience [Video]	0
 New Study Proves America Keeps Getting Better And Better Under Obama	0
GANGSTA GOV ATTEMPTS SHAKEDOWN OF GIANT MORTGAGE COMPANY, Quicken Loans…Owner Stands His Ground	0
Critics slam proposed South Carolina transgender bathroom bill	1
WATCH FULL RESPONSE FROM TRUMP AFTER OBAMACARE VOTE: “Obamacare will explode…Pelosi and Schumer own it” [Video]	0
 RNC Leader’s Backstage Rant Shows What The GOP Really Thinks Of Donald Trump (VIDEO)	0
Liberal Warren throws down gauntlet to President-elect Trump	1
Saudi Arabia recalls ambassador to Germany over Gabriel comments	1
JUST IN: TRUMP HITS BACK At ‘Nancy and Chuck’ with Stunning Visual…Pelosi Has A Twitter Meltdown [Video]	0
 Trump Says As President He’ll Actively Sue Any Media Outlet That ‘Negatively’ Reports On Him (VIDEO)	0
British PM May's voice repeatedly fails in keynote speech	1
 Boy Scouts Forced To Apologize On Trump’s Behalf	0
DEM STRATEGIST Says Torture OF White Special Needs Teen By Black Thugs NOT A Hate Crime “If It Was About Things Trump Said” [VIDEO]	0
Austrian conservative Kurz says needs more time on coalition	1
BLACK CAUCUS MEMBER From Impoverished Detroit District Who’s Leading Effort To Impeach President Trump…CAUGHT Paying Off Sex Assault Victims With Taxpayer Money	0
 Cop Shares Racist Meme About Michelle Obama; Now That Cop Is Having A VERY Bad Day (IMAGES)	0
Portugal government survives no confidence vote over fires	1
Republican Cochran back in Senate, says ready for tax debate	1
Putin and Trump to Potentially Meet in Slovenia	0
Saudi banks freeze more than 1,200 accounts in probe, number still rising: sources	1
Iran's Velayati says east Syria, Idlib to be cleared 'soon'	1
TRUMP MIC DROP MOMENT From 60 Minutes Interview: “I’m very good at this, it’s called construction”	0
 John Oliver MERCILESSLY Takes Apart The GOP For Making Up ‘Bullshit’ Rule (VIDEO)	0
AFGHAN INTERPRETER FOR US MURDERED BY TALIBAN WHILE WAITING 4 YRS FOR PROMISED VISA [Video]	0
U.N. rights boss urges Mexico not to enshrine army's role	1
“GOOD-BYE SWEDEN”: How Muslim Violence…Porous Borders And Horrible Health Care Drove Swedish Blogger To U.S.A.	0
INSTANTVIEW: House Republicans pass revised Obamacare overhaul	1
EU cranks up criticism of Poland over court reforms, nationalist rally	1
Suspected U.S. drone targets Haqqani militants in Pakistan, killing four	1
GA POLICE Sergeant FIRED For Flying Confederate Flag At Her Home	0
Fate of lawsuit brought by Trump model to be decided this month	1
WOW! OBAMA Manages To Insult Black Graduates During Unreal Grad Speech [Video]	0
"U.N. rights boss sees possible ""crimes against humanity"" in Venezuela"	1
Kurdish-led Syrian groups plan to attend Sochi talks: officials	1
Zimbabwe army hands ex-finance minister to police: relative	1
 ‘Go F*ck Yourselves’: Larry Wilmore SLAMS Ted Cruz, Fox News Over Anti-Muslim Rhetoric (VIDEO)	0
 Cruz Ad Turns Trump Into A Creepy Doll Who ‘Pretends To Be A Republican’ (VIDEO)	0
CIA director says he would resign if ordered to resume waterboarding	1
Exclusive: 10,000 UK finance jobs affected in Brexit's first wave - Reuters survey	1
Uganda in anti-online pornography drive seen by critics as diversion	1
Japan PM says North Korea has 'no bright future' if it continues current path	1
U.S. envoy to U.N. demands Myanmar prosecutions, weapons curbs, over Rohingya	1
Exclusive: FBI probes hacking of Democratic congressional group - sources	1
SHOCKING: ENTIRE FACEBOOK PAGE DEDICATED To Evidence Of Donald Trump Death Threats	0
 There’s One Thing Trump Is More Sensitive About Than His Hair – And It’s Hilarious (IMAGES)	0
 Bill Maher Explains Socialism To Republicans And It’s Hilarious (VIDEO)	0
BREAKING VIDEO: “RELAX, RELAX!” AL SHARPTON GETS PHYSICAL WITH REPORTER JUST TRYING TO ASK QUESTIONS	0
PELOSI Lied About “Affordable” Healthcare And Now Threatens Republican “Cowards” For Ditching It: “You break it, you own it” [Video]	0
UK reaffirms commitment to Iran nuclear deal in call with Trump: May's office	1
 Charity Is Buying Bankrupt Homophobic Pastor’s Church, Converting It To LGBT Youth Haven	0
RARE BEHIND THE SCENES LOOK: President Trump Visits Netanyahu Family…“I’m a Big League fan of both of you.” [Video]	0
Factbox: Why the Clinton Foundation draws both praise and criticism	1
 Viral Video Of ‘Liberal Redneck’ Hilariously DESTROYING Transgender Bathroom Laws Is MUST SEE	0
 Ivanka Trump’s Dress Was Nice, But There Was One MAJOR Problem With It (VIDEO)	0
Russian, German leaders condemn North Korea's ignoring of U.N. resolutions	1
Republicans eye alternatives for getting to 20 percent corporate tax rate	1
 TSA Agents Beat Deaf, Partially Blind Teen, Returning From Brain Surgery (VIDEO)	0
Dissidents hope for public recognition from Obama on Cuba visit	1
 White Supremacist Conservatives Cheer ‘Hail Trump, Hail Victory,’ Perform Nazi Salute	0
HERE’S THE BEST WAY To Silence A Liberal Demanding The Impeachment Of President Trump	0
TX Valedictorian With Full Ride Scholarship To YALE UNIVERSITY Reveals She Is ILLEGAL ALIEN In Graduation Speech…Trashes Trump [VIDEO]	0
Spanish flag-waving underpins Rajoy's tough line on Catalonia	1
Kremlin says Senate sanctions move an attempt to prolong U.S.-Russia enmity	1
U.S. secretary of state to make first trip to Asia	1
FLASHBACK: HILLARY COURTS ILLEGAL ALIEN VOTE BY LYING About Her Three “Immigrant” Grandparents	0
 Trump Just Threw The WORST Insult YET Out To The White House Press Corps	0
Treasury chief says reviewing Iran's aircraft licenses	1
Fugitives in Kim Jong Nam killing changed clothes at airport, witness says	1
PHONY HILLARY Breaks Out Fake Southern Accent During Speech to Grads [Video]	0
Sacked Catalan president calls for opposition to Madrid	1
Suspected U.S. drone strike targets militants in Pakistan, regional official says	1
China minister warns against seduction of values by Western nations	1
 Hillary Clinton TOTALLY Just Rubbed ‘Indictment’ Rumors In Trump’s Big Orange Face (SCREENSHOTS)	0
McConnell says planned vote on Obamacare repeal can be amended	1
Ireland might consider adding to Brexit border text: Irish Times	1
Maxine Waters Makes Teens Chant ‘Impeach 45′ at ‘Teen Vogue Summit’: ‘Let’s talk about it in church’ [Video]	0
Haley says does not want Secretary of State Tillerson's job	1
U.S. lawmakers seek temporary extension to internet spying program	1
Germany's conservatives, SPD start talks Jan. 7 on another 'grand coalition'	1
What’s the Leading Killer of American Adults Under 50? Drug Overdose.	0
Clinton says she relied on State staff for classification decisions	1
Soldiers, APCs seen on major road on outskirts of Zimbabwe capital: Reuters witness	1
Microsoft victory in overseas email seizure case is upheld	1
How Trump rallies the faithful: Belittle Clinton, news media	1
U.S. debt to reach 150 percent of GDP in 30 years: CBO	1
Unreal! CNN Anchor Claims Trump Has Committed “Treason”…Former Attorney General Shoots Back: “Where is the crime?” [Video]	0
U.N. condemns civilian deaths from air attack in east Libya	1
 Watch Paul Ryan Try – And Fail – To Hold In A Laugh During One Of Obama’s Jokes (VIDEO)	0
EU's Juncker says approves of Austria's pro-European coalition deal	1
TOP DEMOCRAT ACTIVIST WHO LAUNCHED ONLINE CAMPAIGN TO THREATEN AND BULLY 12 YR OLD CONSERVATIVE Is Facing Charges [Video]	0
FBI likely to interview Clinton soon in emails probe: CNN	1
OOPS! HOMELAND SECURITY CANDIDATE Accidentally Shows Plan For Border And Illegal Criminals…You’ll Love It!	0
Plastic Persona: Behind the Scenes of the Ted Cruz Media Machine	0
Arkansas court strikes down a medical marijuana proposal on ballot	1
 Trump Abruptly Cancels Interview For An EXTREMELY Racist Reason	0
CLASSY GEORGE CLOONEY: “Steve Bannon is a failed f—ing screenwriter” If He Was In Hollywood, He’d Be “licking my A** to get me to do one of his stupid-ass screenplays”	0
Conditions not yet in place for safe Rohingya returns: UNHCR	1
HILLARY’S CAMPAIGN MANAGER STAMMERS When Asked Why Using Trump’s Stolen Tax Returns Are Okay, But Wikileaks Emails Aren’t [VIDEO]	0
